Protein1,Protein2,Score
4996,4551,608
4996,1327,689
4996,977,196
4996,5712,194
4996,5736,337
4996,4815,162
4996,5833,188
4996,774,321
4996,1001,753
4996,4169,153
4996,3229,150
4996,1721,189
4996,2671,260
4996,3925,181
4996,5765,323
4996,785,234
4996,943,325
4996,1632,205
4996,100,266
4996,182,476
4996,5495,205
4996,2829,863
4996,2243,781
4996,3092,272
4996,412,240
4996,5346,168
4996,2192,297
4996,3691,156
4996,4886,267
4996,3719,282
4996,4281,168
4996,5145,508
4996,4804,164
4996,1778,709
4996,5051,234
4996,1462,227
4996,5694,275
4996,580,204
4996,1970,244
4996,3219,200
4996,2834,204
4996,1917,168
4996,3161,470
4996,1897,192
3980,5098,215
3980,2731,919
3980,1116,179
3980,810,158
3980,2829,293
3980,1363,188
3980,4499,223
3980,354,767
3980,2280,787
3980,3883,276
3980,4406,249
3980,776,283
3980,3925,729
3980,976,178
3980,677,911
3980,1721,155
3980,4578,184
3980,422,208
3980,4169,171
3980,5087,961
3980,5189,242
3980,4970,913
3980,5190,400
3980,5897,218
3980,5280,900
3980,3252,260
3980,3682,357
3980,4667,160
3980,1462,501
3980,1429,161
3980,4804,174
3980,3246,222
3980,5591,174
3980,2757,213
3980,5004,239
3980,206,301
3980,3882,171
3980,3091,248
3980,3747,248
3980,453,167
3980,1316,312
3980,4888,171
3980,1468,470
3980,4229,226
3980,1623,547
3980,3885,232
3980,1690,156
3980,3512,308
3980,5970,349
3980,1136,390
3980,5632,168
3980,320,153
3980,5736,154
3980,4192,476
3980,5839,212
3980,5707,295
3980,1170,154
3980,5595,606
3980,3915,313
3980,2827,538
3980,2871,432
3980,1248,385
3980,3306,222
3980,1596,372
3980,7,185
3980,5035,158
3980,858,246
3980,3000,177
3980,5441,234
3980,3007,181
3980,3941,227
3980,3870,364
3980,2885,909
3980,2221,264
3980,3683,185
3980,3211,288
3980,2524,266
3980,3423,182
3980,5910,151
3980,3233,281
3980,3375,217
3980,5752,363
3980,3856,165
3980,3425,400
3980,1895,630
3980,5310,377
3980,5141,265
3980,5371,217
3980,4696,181
3980,3853,331
3980,245,594
3980,5659,169
3980,895,218
3980,3120,245
3980,5745,194
3980,529,383
3980,4990,400
3980,2292,270
3980,2022,307
3980,4685,688
3980,5503,519
3980,2471,154
3980,4039,455
3980,5921,469
3980,4041,604
3980,4110,169
3980,4542,400
3980,4873,223
3980,5175,262
3980,1387,265
3980,5447,155
3980,5263,269
3980,4651,163
3980,4350,909
3980,452,306
3980,731,527
3980,3167,278
3980,1186,343
3980,1135,165
3980,2973,205
3980,1398,194
3980,1056,179
3980,3667,405
3980,3802,183
3980,1452,246
3980,3286,920
3980,83,655
3980,2397,300
3980,4911,859
3980,2847,583
3980,3933,574
3980,531,234
3980,4221,167
3980,3351,205
3980,3858,405
3980,3965,386
3980,3057,189
3980,2235,259
3980,4153,326
3980,3556,298
3980,4678,256
3980,588,169
3980,3836,395
3980,4665,450
3980,55,260
3980,213,325
3980,3585,560
3980,355,157
3980,5485,184
3980,1372,359
3980,4958,337
3980,5896,365
3980,4997,394
3980,4004,263
3980,3244,566
3980,474,436
3980,999,184
3980,5496,616
3980,2436,609
3980,4155,477
3980,4015,720
3980,4162,416
3980,243,256
3980,4830,184
3980,5848,276
3980,3530,166
3980,1337,210
3980,5645,209
3980,704,193
3980,5928,218
3980,75,923
3980,734,167
3980,2335,274
3980,3859,209
3980,2561,637
3980,5466,360
3980,5895,620
3980,191,151
3980,826,720
3980,2904,213
3980,5660,917
3980,1236,255
3980,4818,161
3980,1568,277
3980,847,157
3980,5218,269
3980,5764,193
3980,2747,169
3980,4954,526
3980,1611,477
3980,2786,428
3980,2064,279
3980,456,356
3980,2682,454
3980,486,161
3980,2547,169
3980,951,309
3980,4470,410
3980,5948,261
3980,3567,339
3980,5032,197
3980,5127,529
3980,2941,532
3980,3989,374
3980,1507,204
3980,4388,742
5895,3282,181
5895,2164,328
5895,3440,231
5895,4578,293
5895,3217,174
5895,5494,431
5895,3883,222
5895,2864,182
5895,2280,779
5895,1506,175
5895,4584,197
5895,5098,307
5895,5009,171
5895,1116,610
5895,4330,480
5895,771,165
5895,4841,357
5895,3910,961
5895,1664,263
5895,2943,411
5895,2329,159
5895,1429,367
5895,5644,212
5895,3809,343
5895,3173,180
5895,3252,517
5895,3682,645
5895,1884,320
5895,3431,295
5895,3524,232
5895,838,231
5895,4970,554
5895,3281,199
5895,5087,324
5895,4738,163
5895,3060,273
5895,1690,511
5895,3885,501
5895,5970,336
5895,5612,165
5895,4229,536
5895,2712,446
5895,1316,274
5895,5174,185
5895,5004,289
5895,2959,216
5895,4146,209
5895,3882,246
5895,562,262
5895,899,267
5895,5321,168
5895,1683,217
5895,1864,676
5895,2036,900
5895,5707,482
5895,3696,287
5895,3067,257
5895,1442,173
5895,2402,153
5895,3655,314
5895,4192,283
5895,4234,312
5895,3941,181
5895,2257,194
5895,5298,277
5895,5316,164
5895,3359,169
5895,2083,459
5895,1248,459
5895,3306,222
5895,5035,257
5895,858,493
5895,4308,175
5895,3625,206
5895,7,203
5895,3189,404
5895,5461,254
5895,3641,375
5895,1895,630
5895,1028,180
5895,5890,459
5895,5910,184
5895,4803,451
5895,5752,611
5895,60,254
5895,472,375
5895,3300,340
5895,587,153
5895,5622,351
5895,3247,184
5895,4990,522
5895,2292,471
5895,335,185
5895,4589,427
5895,5659,315
5895,5093,167
5895,1741,183
5895,3120,475
5895,3602,169
5895,3612,163
5895,1082,189
5895,4440,184
5895,643,452
5895,2114,279
5895,4472,179
5895,1529,276
5895,1510,170
5895,2599,195
5895,1387,151
5895,1297,183
5895,4039,163
5895,5503,602
5895,942,150
5895,4041,533
5895,1548,194
5895,5921,224
5895,4685,702
5895,1634,173
5895,1657,162
5895,913,222
5895,4480,171
5895,731,592
5895,3387,173
5895,5125,197
5895,1135,203
5895,1063,230
5895,2529,153
5895,4858,150
5895,4350,413
5895,5263,229
5895,4957,278
5895,3215,228
5895,1038,282
5895,2644,342
5895,4952,382
5895,2595,244
5895,2171,210
5895,3277,408
5895,2397,199
5895,2601,194
5895,2234,287
5895,4790,186
5895,4911,446
5895,3426,239
5895,750,466
5895,443,441
5895,3286,518
5895,4730,262
5895,692,322
5895,1398,571
5895,2382,584
5895,5484,240
5895,3652,205
5895,1238,158
5895,3236,155
5895,3796,261
5895,3034,158
5895,2235,443
5895,282,242
5895,3057,204
5895,3351,252
5895,1376,155
5895,4156,170
5895,3155,238
5895,1454,359
5895,3873,237
5895,3933,196
5895,4425,241
5895,3397,900
5895,5331,262
5895,2299,188
5895,240,616
5895,958,184
5895,3585,630
5895,4410,201
5895,5485,302
5895,5452,218
5895,399,210
5895,3836,308
5895,588,317
5895,3403,233
5895,4327,180
5895,4664,659
5895,1722,224
5895,4956,179
5895,5135,396
5895,614,157
5895,5789,250
5895,4103,173
5895,2436,545
5895,2592,180
5895,1357,309
5895,3244,490
5895,4140,220
5895,330,180
5895,5998,218
5895,5986,173
5895,4997,429
5895,5950,182
5895,770,171
5895,3572,390
5895,68,176
5895,378,244
5895,3646,248
5895,75,529
5895,5301,216
5895,3890,272
5895,2859,159
5895,1449,171
5895,5214,181
5895,1518,197
5895,3607,177
5895,5992,175
5895,2786,211
5895,3458,238
5895,1875,390
5895,2610,194
5895,860,166
5895,4104,189
5895,2501,901
5895,4954,408
5895,176,162
5895,5491,244
5895,847,578
5895,4115,198
5895,5660,520
5895,4818,282
5895,2556,203
5895,730,168
5895,3989,230
5895,1445,229
5895,4524,278
5895,764,240
5895,263,292
5895,5713,157
5895,563,161
5895,2012,216
5895,5680,178
5895,677,288
5895,1721,417
5895,2671,156
5895,3103,297
5895,3925,643
5895,5119,374
5895,4169,452
5895,4406,470
5895,2829,376
5895,1006,271
5895,2731,410
5895,5384,307
5895,3092,262
5895,3980,620
5895,5145,258
5895,2192,902
5895,1462,432
5895,5874,205
5895,4804,508
5895,4046,258
5895,2834,217
5895,5897,530
5895,1970,300
5895,2455,218
5895,3512,475
5895,1030,325
5895,2364,183
5895,2157,249
5895,1136,652
5895,2345,439
5895,2310,153
5895,1468,967
5895,876,245
5895,4181,216
5895,1623,669
5895,3747,453
5895,4370,209
5895,3091,394
5895,4888,428
5895,792,191
5895,1708,327
5895,1169,169
5895,206,696
5895,4723,163
5895,3699,211
5895,3915,707
5895,1519,180
5895,953,258
5895,4996,240
5895,4203,171
5895,5319,173
5895,4998,165
5895,3421,158
5895,3383,162
5895,3661,179
5895,4598,194
5895,5251,185
5895,4134,181
5895,5839,160
5895,5646,329
5895,5736,214
5895,1305,160
5895,1762,222
5895,3870,266
5895,1579,173
5895,216,177
5895,952,235
5895,5441,406
5895,1596,201
5895,5315,303
5895,3000,511
5895,3630,165
5895,4511,292
5895,4764,321
5895,1290,214
5895,3425,910
5895,3856,267
5895,5141,156
5895,199,176
5895,5310,524
5895,732,208
5895,4905,178
5895,3233,206
5895,2653,344
5895,2004,171
5895,1686,248
5895,1271,171
5895,5793,181
5895,2435,284
5895,2524,593
5895,3423,214
5895,3683,250
5895,2727,167
5895,3211,505
5895,2885,302
5895,2221,229
5895,5671,159
5895,272,239
5895,4929,171
5895,529,285
5895,2449,318
5895,5147,937
5895,802,397
5895,4615,173
5895,895,216
5895,4696,153
5895,3853,783
5895,5609,908
5895,3825,193
5895,5112,421
5895,5175,288
5895,3192,982
5895,2471,209
5895,4542,956
5895,5191,202
5895,2022,153
5895,5161,317
5895,1416,213
5895,5598,419
5895,3469,168
5895,1186,695
5895,3167,440
5895,1528,174
5895,452,186
5895,252,365
5895,4168,159
5895,5779,150
5895,1002,319
5895,4539,173
5895,405,282
5895,83,372
5895,1452,242
5895,1112,171
5895,762,445
5895,3937,441
5895,3667,284
5895,4282,307
5895,2739,225
5895,5133,179
5895,9,497
5895,4178,169
5895,5285,290
5895,5053,510
5895,5811,154
5895,1865,222
5895,4171,326
5895,5186,415
5895,1226,177
5895,3629,489
5895,3002,221
5895,2670,157
5895,2052,389
5895,1039,158
5895,2044,216
5895,647,189
5895,3311,167
5895,3965,565
5895,2744,165
5895,2847,316
5895,3427,219
5895,531,183
5895,4158,229
5895,213,193
5895,355,189
5895,1963,227
5895,4665,926
5895,2962,211
5895,4306,832
5895,693,302
5895,70,196
5895,5508,322
5895,3659,275
5895,3556,156
5895,3432,181
5895,4155,874
5895,3226,270
5895,5497,665
5895,4015,982
5895,3951,157
5895,5517,151
5895,5645,181
5895,243,526
5895,6001,322
5895,3238,278
5895,2623,495
5895,4302,194
5895,474,197
5895,5496,285
5895,4004,417
5895,4939,197
5895,1372,195
5895,5792,309
5895,4958,423
5895,4116,442
5895,5466,255
5895,2561,496
5895,2904,161
5895,191,476
5895,826,610
5895,740,151
5895,3859,379
5895,5928,331
5895,1679,161
5895,3896,376
5895,2787,230
5895,4916,369
5895,3112,163
5895,2682,247
5895,4711,240
5895,5376,150
5895,4676,173
5895,2540,425
5895,1246,217
5895,2747,177
5895,5764,478
5895,4847,388
5895,5218,575
5895,2175,384
5895,4606,391
5895,5464,568
5895,1675,470
5895,1611,887
5895,5385,326
5895,2313,167
5895,1697,155
5895,5930,197
5895,2986,627
5895,5127,673
5895,4388,382
5895,2941,282
5895,2328,176
5895,3567,677
5895,5032,244
5895,5948,274
5895,5375,166
5895,951,635
5895,4761,223
5895,1453,333
5895,5809,433
5895,1749,230
5895,2803,218
5895,219,202
5895,2517,194
4087,3941,192
4087,3847,628
4087,3049,578
4087,4155,268
4087,4015,156
4087,2502,157
4087,1357,234
4087,3366,235
4087,591,293
4087,2623,197
4087,5441,410
4087,3471,260
4087,3518,227
4087,2628,212
4087,5993,438
4087,7,154
4087,894,298
4087,2191,321
4087,5905,337
4087,5873,164
4087,208,197
4087,68,179
4087,4728,189
4087,2245,195
4087,5631,267
4087,191,457
4087,1615,157
4087,5159,323
4087,2457,258
4087,4905,363
4087,1028,505
4087,2804,263
4087,978,284
4087,4297,317
4087,2004,416
4087,5294,220
4087,1299,181
4087,4713,556
4087,4819,181
4087,2524,272
4087,3211,631
4087,1451,232
4087,3582,302
4087,5214,266
4087,3552,197
4087,1272,437
4087,2001,189
4087,3687,296
4087,4807,405
4087,5196,153
4087,1233,222
4087,309,986
4087,4612,210
4087,4979,392
4087,2610,256
4087,2678,393
4087,2747,323
4087,5659,463
4087,35,210
4087,4606,349
4087,5406,155
4087,1741,457
4087,1082,155
4087,1835,174
4087,4440,415
4087,4744,165
4087,4125,404
4087,5491,203
4087,307,272
4087,3505,190
4087,5054,895
4087,1351,343
4087,349,472
4087,4199,520
4087,2877,207
4087,4387,310
4087,1445,169
4087,1635,171
4087,4054,159
4087,296,330
4087,1723,282
4087,764,178
4087,1390,243
4087,951,648
4087,3460,341
4087,3054,273
4087,1548,323
4087,4542,161
4087,5680,277
4087,223,193
4087,670,637
4087,1330,325
4087,2164,275
4087,2671,999
4087,3871,168
4087,3925,264
4087,690,443
4087,1502,511
4087,5125,504
4087,4482,994
4087,748,281
4087,1027,194
4087,5475,171
4087,5188,320
4087,4406,378
4087,4752,382
4087,2560,434
4087,2169,338
4087,2814,150
4087,5181,268
4087,4572,181
4087,2829,178
4087,380,378
4087,2243,265
4087,712,189
4087,1632,161
4087,4369,201
4087,3762,481
4087,3395,181
4087,4521,155
4087,1116,163
4087,3092,219
4087,2464,669
4087,1443,155
4087,2595,155
4087,3719,205
4087,481,270
4087,1346,206
4087,5051,400
4087,4390,324
4087,1213,607
4087,1546,218
4087,3426,160
4087,4276,252
4087,750,323
4087,178,336
4087,5462,157
4087,3252,499
4087,1884,287
4087,3682,365
4087,2233,277
4087,615,193
4087,692,340
4087,2382,169
4087,3470,421
4087,1,278
4087,5877,255
4087,5509,265
4087,1962,423
4087,1181,206
4087,4282,198
4087,5130,259
4087,1690,267
4087,3060,342
4087,4566,306
4087,1136,267
4087,4178,561
4087,32,208
4087,1530,324
4087,4229,250
4087,1226,189
4087,461,360
4087,5186,154
4087,299,185
4087,3629,202
4087,1394,156
4087,4454,454
4087,4702,660
4087,3931,261
4087,2712,185
4087,647,221
4087,2672,158
4087,5560,235
4087,5615,290
4087,1084,345
4087,3965,404
4087,3327,550
4087,5419,323
4087,2061,259
4087,4425,211
4087,1325,233
4087,2999,156
4087,531,218
4087,5237,309
4087,4201,190
4087,2642,302
4087,1798,349
4087,3303,194
4087,5707,263
4087,1158,416
4087,2826,158
4087,2101,178
4087,3295,197
4087,3008,183
4087,2780,291
4087,3713,366
4087,5712,202
4087,3125,224
4087,3432,456
4087,5736,324
705,3265,501
705,3116,472
705,4664,174
705,1722,186
705,5535,636
705,5855,195
705,1663,174
705,3197,189
705,4662,161
705,5415,206
705,3585,252
705,4056,258
705,990,206
705,27,185
705,4699,185
705,4729,153
705,3657,185
705,4626,372
705,3619,258
705,1129,161
705,824,174
705,4171,394
705,5881,183
705,4976,174
705,1042,314
705,1032,179
705,2720,315
705,5133,184
705,3161,153
705,787,163
705,1828,252
705,3937,571
705,5189,255
705,3382,342
705,775,163
705,3286,210
705,5832,234
705,443,546
705,4232,240
705,3831,472
705,5002,347
705,1312,167
705,5643,180
705,1843,178
705,4749,447
705,3910,463
705,4952,247
705,1669,223
705,810,270
705,4858,185
705,4471,329
705,2262,158
705,4643,756
705,5161,173
705,5548,238
705,144,466
705,1806,396
705,5672,452
705,291,169
705,1447,174
705,2267,203
705,1353,175
705,2599,528
705,5722,194
705,2174,184
705,597,346
705,3825,173
705,534,266
705,1712,221
705,4001,185
705,5925,157
705,1017,317
705,1575,226
705,5659,207
705,5147,220
705,4120,377
705,1343,168
705,335,210
705,5992,223
705,4589,316
705,1246,185
705,704,150
705,3068,174
705,2851,242
705,2859,157
705,3536,167
705,4631,174
705,211,161
705,2203,178
705,1259,200
705,3515,217
705,732,301
705,2350,206
705,1150,230
705,2789,194
705,862,174
705,2184,174
705,3416,287
705,490,271
705,2385,201
705,630,240
705,97,190
1163,3589,201
1163,2276,176
1163,2717,175
1163,4833,289
1163,985,195
1163,4787,311
1163,4162,335
1163,4114,188
1163,4567,443
1163,5402,228
1163,5815,221
1163,414,307
1163,26,167
1163,337,248
1163,2477,203
1163,5809,166
1163,4643,230
1163,913,264
1163,4769,193
1163,1627,192
1163,769,221
1163,1517,214
1163,5018,408
1163,5390,155
1163,5259,194
1163,5659,207
1163,273,251
1163,5464,249
1163,4040,321
1163,2247,250
1163,530,157
1163,1338,183
1163,4289,172
1163,1095,221
1163,4111,390
1163,741,203
1163,748,178
1163,5584,268
1163,2224,186
1163,3249,366
1163,87,191
1163,2415,183
1163,94,179
1163,5839,172
1163,2598,214
1163,2447,461
1163,3574,206
1163,1768,228
1163,5285,193
1163,483,326
1163,2970,208
4261,223,177
4261,1527,595
4261,3054,187
4261,403,182
4261,2142,230
4261,1507,169
4261,3676,157
4261,2040,302
4261,2121,211
4261,4818,208
4261,4115,240
4261,368,189
4261,1675,297
4261,672,173
4261,769,257
4261,5245,267
4261,341,325
4261,694,169
4261,2340,169
4261,3835,224
4261,3515,209
4261,492,226
4261,1678,180
4261,1898,256
4261,2623,183
4261,4155,156
4261,4208,221
4261,2147,276
4261,3654,162
4261,5151,248
4261,871,169
4261,588,163
4261,5804,373
4261,2100,150
4261,4425,225
4261,2475,279
4261,3210,188
4261,3397,301
4261,2009,173
4261,4933,163
4261,1129,221
4261,5186,206
4261,1042,660
4261,2660,152
4261,1398,188
4261,751,198
4261,948,341
4261,1056,188
4261,1782,226
4261,5941,156
4261,849,362
4261,2784,189
4261,940,169
4261,443,159
4261,4945,165
4261,4734,324
4261,5643,213
4261,2171,341
4261,1669,402
4261,4200,201
4261,5527,165
4261,5031,188
4261,1383,171
4261,4111,286
4261,2396,902
4261,439,445
4261,209,247
4261,4062,169
4261,4542,283
4261,3494,902
4261,2406,194
4261,541,388
4261,598,424
4261,643,157
4261,4301,156
4261,802,169
4261,5984,234
4261,3120,999
4261,1273,190
4261,3163,157
4261,1034,180
4261,211,296
4261,5625,162
4261,50,189
4261,2700,189
4261,1856,200
4261,4513,250
4261,1929,188
4261,578,204
4261,71,178
4261,5537,181
4261,791,169
4261,4815,248
4261,320,196
4261,283,246
4261,5707,176
4261,2236,163
4261,5841,157
4261,1013,151
4261,3114,204
4261,5103,152
4261,4064,169
4261,3386,154
4261,4150,272
4261,2757,286
4261,5482,163
4261,3882,916
4261,3784,160
4261,3568,271
4261,3996,289
4261,5210,228
4261,1521,256
4261,5856,904
4261,2712,201
4261,876,187
4261,1136,185
4261,5898,293
4261,787,609
4261,4266,210
4261,5046,185
4261,3371,188
4261,1429,169
4261,5694,158
4261,3691,396
4261,3164,450
4261,2731,171
4261,4584,181
4261,2554,176
4261,4026,397
4261,677,188
4261,4019,509
4261,3795,284
4261,4482,160
670,3374,915
670,1505,622
670,1897,169
670,692,927
670,615,240
670,1962,794
670,5509,390
670,5877,309
670,3139,225
670,3470,558
670,3382,344
670,5492,191
670,178,566
670,750,179
670,4046,197
670,3682,174
670,1884,154
670,3252,325
670,5462,220
670,2234,152
670,4390,219
670,5051,407
670,5729,468
670,4804,161
670,1213,568
670,4841,179
670,4080,252
670,2464,998
670,481,236
670,3719,179
670,3595,284
670,3762,698
670,3395,241
670,5802,250
670,2243,323
670,380,314
670,4863,420
670,1817,600
670,3631,155
670,1006,217
670,4572,171
670,1632,335
670,712,189
670,4034,194
670,4752,309
670,3813,989
670,1383,506
670,5188,181
670,1216,211
670,252,412
670,5181,248
670,1853,639
670,2169,464
670,1502,235
670,690,414
670,3871,171
670,2671,817
670,54,631
670,2164,632
670,1027,212
670,4482,265
670,5125,407
670,5448,179
670,5736,244
670,3432,831
670,5374,171
670,3125,375
670,3713,179
670,2942,261
670,5707,202
670,2826,256
670,1158,518
670,2499,493
670,1798,533
670,3421,173
670,4087,637
670,4927,182
670,717,205
670,4201,197
670,3585,311
670,1169,306
670,3818,262
670,3327,765
670,3210,156
670,1582,235
670,3882,189
670,3439,321
670,5560,282
670,3965,161
670,5615,159
670,453,207
670,3629,181
670,299,297
670,461,292
670,4229,282
670,1521,235
670,1530,323
670,647,420
670,3931,679
670,4702,370
670,4454,390
670,3060,181
670,2455,160
670,5130,207
670,1181,179
670,3796,186
670,4178,816
670,1136,291
670,4566,414
670,3300,732
670,1272,917
670,1482,342
670,5214,459
670,1451,603
670,3211,614
670,2524,344
670,4819,296
670,4297,240
670,978,718
670,1028,948
670,1299,183
670,2004,161
670,2245,187
670,4728,169
670,5466,175
670,2457,341
670,5159,387
670,191,160
670,732,161
670,5631,321
670,5873,225
670,2191,363
670,2500,556
670,68,266
670,1319,188
670,3518,319
670,7,154
670,5315,469
670,5993,335
670,818,556
670,2974,365
670,3471,345
670,5441,424
670,4015,193
670,4155,181
670,3049,999
670,3847,816
670,3941,920
670,591,964
670,4364,228
670,3366,467
670,1357,181
670,5161,900
670,2135,224
670,4852,262
670,951,622
670,5680,350
670,1548,774
670,3054,181
670,3460,241
670,3399,292
670,1554,505
670,4054,170
670,1635,307
670,1390,283
670,1353,260
670,1723,533
670,4186,215
670,4199,778
670,349,392
670,514,210
670,1351,572
670,5054,459
670,1359,204
670,831,159
670,4387,261
670,4125,339
670,4744,396
670,3476,390
670,4440,159
670,3505,242
670,35,262
670,2747,499
670,2678,737
670,1343,244
670,1741,241
670,5376,198
670,4937,155
670,5703,163
670,2293,270
670,309,626
670,3168,262
670,4329,239
670,4979,568
670,4807,594
670,2031,288
670,1233,250
5166,4770,667
5166,3387,370
5166,2801,270
5166,1186,273
5166,2072,186
5166,1528,171
5166,4350,159
5166,3620,574
5166,2422,370
5166,5889,421
5166,5666,275
5166,3107,177
5166,2719,236
5166,4521,783
5166,4952,159
5166,1443,831
5166,2595,767
5166,4185,212
5166,4654,229
5166,1056,183
5166,3382,500
5166,1026,418
5166,4098,216
5166,1403,814
5166,1788,559
5166,4292,245
5166,1750,169
5166,3702,357
5166,4592,275
5166,1588,399
5166,4072,265
5166,2713,816
5166,2299,556
5166,958,165
5166,2048,264
5166,2642,188
5166,1985,633
5166,3403,188
5166,2326,220
5166,2456,366
5166,2579,201
5166,3708,156
5166,5151,230
5166,4742,244
5166,4274,266
5166,5122,212
5166,5789,182
5166,5823,221
5166,4153,162
5166,4162,240
5166,1031,178
5166,3808,155
5166,3150,317
5166,3184,357
5166,4835,850
5166,114,796
5166,5324,196
5166,5998,235
5166,5668,227
5166,1373,872
5166,5905,160
5166,4073,370
5166,51,152
5166,4501,176
